timestamp,machine_id,vibration,acoustic,temperature,current,IMF_1,IMF_2,IMF_3,label
2024-07-01 12:56:00,M01,0.795,0.638,63.41,11.98,0.197,-0.009,-0.018,0
2024-07-01 12:57:00,M01,1.162,0.861,77.43,14.92,0.212,0.15,-0.017,1
2024-07-01 12:58:00,M01,0.829,0.667,65.47,12.11,0.183,-0.047,-0.016,0
2024-07-01 12:59:00,M01,0.827,0.625,60.54,12.13,0.118,-0.038,-0.015,0
2024-07-01 13:00:00,M01,0.821,0.615,67.4,11.91,0.202,-0.103,-0.014,0
2024-07-01 13:01:00,M01,0.839,0.523,68.78,11.21,0.199,0.091,-0.013,0
2024-07-01 13:02:00,M01,0.8,0.567,62.37,12.87,0.13,0.01,-0.012,0
2024-07-01 13:03:00,M01,1.35,1.027,78.45,14.41,0.251,0.168,-0.011,1
2024-07-01 13:04:00,M01,0.754,0.618,65.94,12.35,0.195,-0.034,-0.01,0
2024-07-01 13:05:00,M01,1.238,0.84,79.17,13.98,0.126,-0.145,-0.009,1
2024-07-01 13:06:00,M01,0.769,0.66,65.58,12.09,0.093,0.103,-0.008,0
2024-07-01 13:07:00,M01,0.854,0.506,63.44,11.98,0.229,-0.08,-0.007,0
2024-07-01 13:08:00,M01,0.785,0.486,59.46,11.88,0.179,0.062,-0.006,0
2024-07-01 13:09:00,M01,0.731,0.603,65.19,11.24,0.2,-0.117,-0.005,0
2024-07-01 13:10:00,M01,0.766,0.61,65.81,12.41,0.178,-0.046,-0.004,0
2024-07-01 13:11:00,M01,1.107,0.957,76.42,15.65,0.189,0.127,-0.003,1
2024-07-01 13:12:00,M01,0.835,0.65,67.49,11.76,0.205,-0.083,-0.002,0
2024-07-01 13:13:00,M01,0.818,0.572,58.75,11.73,0.188,-0.031,-0.001,0
2024-07-01 13:14:00,M01,0.773,0.659,66.52,12.79,0.214,0.059,-0.0,0
2024-07-01 13:15:00,M01,0.808,0.55,66.78,12.54,0.156,-0.059,0.001,0
2024-07-01 13:16:00,M01,0.746,0.55,64.97,12.51,0.182,-0.033,0.002,0
2024-07-01 13:17:00,M01,0.697,0.571,64.2,11.37,0.106,0.063,0.003,0
2024-07-01 13:18:00,M01,0.792,0.613,63.81,11.81,0.141,-0.049,0.004,0
2024-07-01 13:19:00,M01,0.796,0.583,68.1,11.88,0.143,0.006,0.005,0
2024-07-01 13:20:00,M01,0.784,0.596,62.78,11.19,0.217,0.001,0.006,0
2024-07-01 13:21:00,M01,0.754,0.599,66.75,11.34,0.196,0.037,0.007,0
2024-07-01 13:22:00,M01,0.821,0.614,68.9,12.32,0.124,-0.069,0.008,0
2024-07-01 13:23:00,M01,0.703,0.624,65.4,12.59,0.201,0.092,0.009,0
2024-07-01 13:24:00,M01,0.815,0.66,66.6,12.59,0.17,0.129,0.01,0
2024-07-01 13:25:00,M01,0.788,0.519,65.56,12.86,0.15,0.075,0.011,0
2024-07-01 13:26:00,M01,0.828,0.562,64.11,11.81,0.207,0.099,0.012,0
2024-07-01 13:27:00,M01,0.887,0.608,64.61,12.8,0.158,-0.104,0.013,0
2024-07-01 13:28:00,M01,0.784,0.612,65.82,11.83,0.109,-0.015,0.014,0
2024-07-01 13:29:00,M01,0.762,0.643,69.52,12.26,0.103,0.116,0.015,0
2024-07-01 13:30:00,M01,0.8,0.616,63.77,11.76,0.209,-0.06,0.016,0
2024-07-01 13:31:00,M01,0.836,0.661,66.35,11.88,0.117,0.067,0.017,0
2024-07-01 13:32:00,M01,0.856,0.622,64.03,11.7,0.12,-0.085,0.017,0
2024-07-01 13:33:00,M01,0.754,0.736,62.48,12.16,0.172,0.116,0.018,0
2024-07-01 13:34:00,M01,0.763,0.581,63.99,12.28,0.09,-0.065,0.019,0
2024-07-01 13:35:00,M01,0.766,0.565,65.7,13.06,0.132,-0.078,0.02,0
2024-07-01 13:36:00,M01,0.769,0.578,63.69,11.22,0.207,0.057,0.021,0
2024-07-01 13:37:00,M01,0.758,0.624,68.29,12.41,0.208,0.054,0.022,0
2024-07-01 13:38:00,M01,0.72,0.614,66.3,11.78,0.184,0.031,0.023,0
2024-07-01 13:39:00,M01,0.791,0.607,64.45,12.36,0.147,-0.108,0.024,0
2024-07-01 13:40:00,M01,0.767,0.61,63.7,12.58,0.177,-0.024,0.025,0
2024-07-01 13:41:00,M01,0.875,0.592,64.05,12.01,0.172,-0.103,0.026,0
2024-07-01 13:42:00,M01,0.694,0.612,62.67,12.03,0.186,-0.1,0.026,0
2024-07-01 13:43:00,M01,1.109,0.948,76.76,15.0,0.168,-0.006,0.027,1
2024-07-01 13:44:00,M01,0.749,0.652,63.3,11.67,0.188,-0.008,0.028,0
2024-07-01 13:45:00,M01,0.784,0.638,65.3,11.88,0.182,0.114,0.029,0
2024-07-01 13:46:00,M01,0.814,0.625,66.7,12.0,0.104,0.111,0.03,0
2024-07-01 13:47:00,M01,0.839,0.634,64.5,12.4,0.131,-0.09,0.031,0
2024-07-01 13:48:00,M01,0.83,0.548,61.31,10.9,0.209,-0.089,0.031,0
2024-07-01 13:49:00,M01,0.806,0.611,65.0,12.34,0.151,-0.053,0.032,0
2024-07-01 13:50:00,M01,0.755,0.637,67.85,12.49,0.225,0.103,0.033,0
2024-07-01 13:51:00,M01,0.792,0.556,62.46,11.57,0.125,0.039,0.034,0
2024-07-01 13:52:00,M01,0.821,0.557,64.69,11.45,0.193,0.027,0.034,0
2024-07-01 13:53:00,M01,0.788,0.558,67.18,12.08,0.081,-0.11,0.035,0
2024-07-01 13:54:00,M01,1.073,0.701,78.55,14.78,0.256,-0.045,0.036,1
2024-07-01 13:55:00,M01,0.756,0.609,65.7,11.54,0.202,0.099,0.036,0
2024-07-01 13:56:00,M01,0.801,0.643,66.48,12.54,0.225,0.012,0.037,0
2024-07-01 13:57:00,M01,0.855,0.609,68.91,11.82,0.108,0.072,0.038,0
2024-07-01 13:58:00,M01,0.787,0.631,59.14,11.6,0.101,0.092,0.038,0
2024-07-01 13:59:00,M01,0.777,0.58,63.04,11.96,0.088,-0.07,0.039,0
2024-07-01 14:00:00,M01,0.81,0.583,64.65,11.88,0.213,-0.031,0.04,0
2024-07-01 14:01:00,M01,0.806,0.616,62.28,11.63,0.099,0.072,0.04,0
2024-07-01 14:02:00,M01,0.807,0.605,65.08,12.6,0.097,-0.037,0.041,0
2024-07-01 14:03:00,M01,0.739,0.596,64.74,12.58,0.199,-0.022,0.041,0
2024-07-01 14:04:00,M01,0.796,0.616,65.25,12.24,0.22,0.041,0.042,0
2024-07-01 14:05:00,M01,0.774,0.555,60.77,12.14,0.136,0.044,0.043,0
2024-07-01 14:06:00,M01,0.814,0.507,66.57,11.93,0.198,0.007,0.043,0
2024-07-01 14:07:00,M01,0.803,0.607,62.24,11.1,0.177,0.064,0.044,0
2024-07-01 14:08:00,M01,0.779,0.595,65.79,12.37,0.18,0.043,0.044,0
2024-07-01 14:09:00,M01,0.778,0.628,63.86,11.8,0.21,-0.083,0.044,0
2024-07-01 14:10:00,M01,0.822,0.658,66.87,11.18,0.144,-0.054,0.045,0
2024-07-01 14:11:00,M01,0.836,0.613,67.46,11.53,0.19,-0.042,0.045,0
2024-07-01 14:12:00,M01,0.831,0.525,62.96,11.55,0.168,0.045,0.046,0
2024-07-01 14:13:00,M01,0.869,0.621,66.35,12.08,0.238,0.065,0.046,0
2024-07-01 14:14:00,M01,0.84,0.676,63.31,12.13,0.116,0.125,0.047,0
2024-07-01 14:15:00,M01,0.952,0.603,62.1,11.92,0.195,0.089,0.047,0
2024-07-01 14:16:00,M01,0.784,0.538,65.33,12.0,0.204,0.07,0.047,0
2024-07-01 14:17:00,M01,0.792,0.597,67.32,11.86,0.125,0.047,0.048,0
2024-07-01 14:18:00,M01,1.272,0.965,78.15,15.36,0.168,-0.12,0.048,1
2024-07-01 14:19:00,M01,0.814,0.609,64.98,10.72,0.215,-0.092,0.048,0
2024-07-01 14:20:00,M01,0.756,0.591,61.16,12.03,0.154,-0.033,0.048,0
2024-07-01 14:21:00,M01,0.814,0.65,66.7,12.33,0.131,-0.005,0.049,0
2024-07-01 14:22:00,M01,0.872,0.606,66.85,12.16,0.13,0.099,0.049,0
2024-07-01 14:23:00,M01,0.778,0.567,65.5,11.56,0.182,0.05,0.049,0
2024-07-01 14:24:00,M01,0.75,0.675,64.97,12.06,0.102,-0.056,0.049,0
2024-07-01 14:25:00,M01,0.773,0.568,65.0,11.92,0.148,0.007,0.049,0
2024-07-01 14:26:00,M01,0.83,0.622,60.65,11.68,0.123,-0.01,0.05,0
2024-07-01 14:27:00,M01,1.327,0.838,79.11,15.61,0.365,-0.09,0.05,1
2024-07-01 14:28:00,M01,0.776,0.506,67.29,11.05,0.139,0.084,0.05,0
2024-07-01 14:29:00,M01,0.766,0.513,65.36,11.37,0.095,-0.043,0.05,0
2024-07-01 14:30:00,M01,0.861,0.623,63.0,11.07,0.116,-0.017,0.05,0
2024-07-01 14:31:00,M01,0.872,0.681,69.96,11.51,0.196,-0.085,0.05,0
2024-07-01 14:32:00,M01,0.853,0.569,65.41,13.03,0.187,-0.048,0.05,0
2024-07-01 14:33:00,M01,0.713,0.591,69.08,12.33,0.154,-0.001,0.05,0
2024-07-01 14:34:00,M01,0.821,0.509,66.09,12.73,0.222,0.029,0.05,0
2024-07-01 14:35:00,M01,0.788,0.536,63.69,13.17,0.136,0.033,0.05,0
2024-07-01 14:36:00,M01,1.227,0.923,80.72,16.7,0.147,0.011,0.05,1
2024-07-01 14:37:00,M01,1.152,0.985,76.74,15.8,0.15,-0.074,0.05,1
2024-07-01 14:38:00,M01,0.778,0.603,61.14,12.26,0.21,0.002,0.05,0
2024-07-01 14:39:00,M01,0.849,0.668,66.14,12.58,0.24,-0.122,0.05,0
2024-07-01 14:40:00,M01,0.803,0.61,64.66,11.27,0.175,-0.037,0.049,0
2024-07-01 14:41:00,M01,0.81,0.592,64.06,13.27,0.096,-0.092,0.049,0
2024-07-01 14:42:00,M01,0.842,0.606,68.82,12.02,0.169,-0.053,0.049,0
2024-07-01 14:43:00,M01,0.751,0.727,65.5,12.33,0.113,0.06,0.049,0
2024-07-01 14:44:00,M01,0.875,0.475,64.21,11.73,0.137,0.078,0.049,0
2024-07-01 14:45:00,M01,0.777,0.655,62.2,11.46,0.218,-0.087,0.048,0
2024-07-01 14:46:00,M01,0.762,0.615,67.7,12.06,0.173,-0.103,0.048,0
2024-07-01 14:47:00,M01,1.1,0.95,75.8,14.58,0.209,-0.12,0.048,1
2024-07-01 14:48:00,M01,0.766,0.562,66.24,12.19,0.173,-0.058,0.048,0
2024-07-01 14:49:00,M01,0.79,0.613,65.8,12.14,0.113,0.061,0.047,0
2024-07-01 14:50:00,M01,0.691,0.658,65.89,12.53,0.161,0.079,0.047,0
2024-07-01 14:51:00,M01,0.807,0.611,66.87,11.08,0.084,-0.045,0.047,0
2024-07-01 14:52:00,M01,0.702,0.658,66.87,11.8,0.124,0.066,0.046,0
2024-07-01 14:53:00,M01,0.728,0.614,63.35,12.48,0.121,-0.056,0.046,0
2024-07-01 14:54:00,M01,0.742,0.585,67.15,11.98,0.163,-0.053,0.046,0
2024-07-01 14:55:00,M01,0.89,0.675,68.22,12.5,0.175,0.009,0.045,0
2024-07-01 14:56:00,M01,0.76,0.548,64.34,12.68,0.178,-0.051,0.045,0
2024-07-01 14:57:00,M01,0.839,0.581,60.65,11.79,0.126,-0.001,0.044,0
2024-07-01 14:58:00,M01,0.759,0.593,70.73,11.81,0.221,0.106,0.044,0
2024-07-01 14:59:00,M01,0.747,0.552,63.88,12.06,0.155,-0.014,0.043,0
2024-07-01 15:00:00,M01,0.889,0.725,68.15,12.35,0.172,0.077,0.043,0
2024-07-01 15:01:00,M01,1.048,0.749,76.73,15.2,0.115,0.117,0.042,1
2024-07-01 15:02:00,M01,0.796,0.587,65.54,12.66,0.2,0.076,0.042,0
2024-07-01 15:03:00,M01,0.812,0.64,66.51,12.51,0.21,-0.096,0.041,0
2024-07-01 15:04:00,M01,0.815,0.678,65.54,11.96,0.198,-0.122,0.041,0
2024-07-01 15:05:00,M01,0.734,0.583,67.28,11.64,0.191,0.111,0.04,0
2024-07-01 15:06:00,M01,0.744,0.644,66.9,13.09,0.077,0.002,0.039,0
2024-07-01 15:07:00,M01,1.262,0.763,83.0,14.04,0.175,-0.026,0.039,1
2024-07-01 15:08:00,M01,0.753,0.603,65.91,11.17,0.159,-0.045,0.038,0
2024-07-01 15:09:00,M01,0.811,0.564,64.6,11.73,0.152,-0.058,0.037,0
2024-07-01 15:10:00,M01,0.761,0.649,65.01,11.45,0.082,-0.037,0.037,0
2024-07-01 15:11:00,M01,0.773,0.582,66.87,11.44,0.103,-0.06,0.036,0
2024-07-01 15:12:00,M01,0.79,0.536,66.6,11.97,0.111,0.002,0.035,0
2024-07-01 15:13:00,M01,0.81,0.542,67.1,12.08,0.116,-0.049,0.035,0
2024-07-01 15:14:00,M01,0.711,0.644,63.67,12.36,0.164,0.108,0.034,0
2024-07-01 15:15:00,M01,0.765,0.599,63.02,12.48,0.088,-0.113,0.033,0
2024-07-01 15:16:00,M01,0.804,0.663,63.73,12.03,0.089,-0.051,0.032,0
2024-07-01 15:17:00,M01,0.797,0.614,64.72,11.16,0.21,-0.083,0.032,0
2024-07-01 15:18:00,M01,0.748,0.633,66.99,11.32,0.186,-0.112,0.031,0
2024-07-01 15:19:00,M01,0.702,0.619,63.98,11.49,0.131,-0.037,0.03,0
2024-07-01 15:20:00,M01,0.78,0.582,63.73,13.0,0.163,-0.004,0.029,0
2024-07-01 15:21:00,M01,0.805,0.663,64.84,12.13,0.124,-0.106,0.028,0
2024-07-01 15:22:00,M01,0.79,0.614,68.67,11.45,0.228,-0.01,0.028,0
2024-07-01 15:23:00,M01,0.805,0.593,62.79,11.91,0.204,-0.09,0.027,0
2024-07-01 15:24:00,M01,0.725,0.674,69.25,11.9,0.083,0.076,0.026,0
2024-07-01 15:25:00,M01,0.763,0.7,65.81,12.33,0.212,-0.129,0.025,0
2024-07-01 15:26:00,M01,0.785,0.631,65.09,12.21,0.17,0.098,0.024,0
2024-07-01 15:27:00,M01,0.82,0.608,66.96,11.42,0.231,-0.011,0.023,0
2024-07-01 15:28:00,M01,0.776,0.608,63.07,11.87,0.167,-0.113,0.022,0
2024-07-01 15:29:00,M01,0.806,0.613,64.2,12.79,0.218,-0.02,0.022,0
2024-07-01 15:30:00,M01,0.812,0.674,65.8,12.33,0.221,0.097,0.021,0
2024-07-01 15:31:00,M01,0.75,0.516,62.15,12.53,0.08,0.034,0.02,0
2024-07-01 15:32:00,M01,1.204,0.833,77.79,14.08,0.246,-0.146,0.019,1
2024-07-01 15:33:00,M01,0.756,0.582,64.74,12.5,0.161,0.044,0.018,0
2024-07-01 15:34:00,M01,0.757,0.579,64.88,11.94,0.209,-0.042,0.017,0
2024-07-01 15:35:00,M01,0.731,0.531,63.12,11.91,0.086,-0.004,0.016,0
2024-07-01 15:36:00,M01,0.818,0.556,60.71,11.89,0.144,0.059,0.015,0
2024-07-01 15:37:00,M01,0.862,0.619,67.12,11.34,0.105,0.068,0.014,0
2024-07-01 15:38:00,M01,0.829,0.637,68.22,11.96,0.167,0.053,0.013,0
2024-07-01 15:39:00,M01,0.768,0.598,65.96,13.14,0.096,0.082,0.012,0
2024-07-01 15:40:00,M01,0.856,0.58,64.64,13.08,0.097,0.095,0.011,0
2024-07-01 15:41:00,M01,0.767,0.612,62.03,12.61,0.088,-0.078,0.01,0
2024-07-01 15:42:00,M01,0.794,0.513,67.22,11.79,0.211,0.057,0.009,0
2024-07-01 15:43:00,M01,0.845,0.579,63.64,11.94,0.249,-0.05,0.008,0
2024-07-01 15:44:00,M01,1.246,0.928,73.98,14.24,0.243,0.138,0.007,1
2024-07-01 15:45:00,M01,1.158,0.982,74.95,14.26,0.202,0.082,0.006,1
2024-07-01 15:46:00,M01,0.806,0.617,62.62,11.98,0.108,-0.123,0.005,0
2024-07-01 15:47:00,M01,0.845,0.613,67.4,11.37,0.154,0.031,0.004,0
2024-07-01 15:48:00,M01,0.779,0.648,69.44,12.77,0.104,0.062,0.003,0
2024-07-01 15:49:00,M01,0.785,0.598,66.59,12.35,0.192,0.065,0.002,0
2024-07-01 15:50:00,M01,0.876,0.607,62.77,11.98,0.139,-0.071,0.001,0
2024-07-01 15:51:00,M01,0.909,0.651,62.25,11.64,0.137,-0.128,0.0,0
2024-07-01 15:52:00,M01,1.133,0.973,75.95,16.17,0.297,-0.009,-0.001,1
2024-07-01 15:53:00,M01,0.821,0.529,63.88,12.28,0.148,-0.04,-0.002,0
2024-07-01 15:54:00,M01,0.761,0.618,62.28,11.91,0.227,0.0,-0.003,0
2024-07-01 15:55:00,M01,0.816,0.622,65.72,11.65,0.24,-0.087,-0.004,0
2024-07-01 15:56:00,M01,0.811,0.583,65.84,12.26,0.167,0.091,-0.005,0
2024-07-01 15:57:00,M01,0.805,0.59,65.58,11.76,0.11,0.097,-0.006,0
2024-07-01 15:58:00,M01,1.193,0.978,75.86,15.57,0.155,-0.062,-0.007,1
2024-07-01 15:59:00,M01,0.823,0.583,65.26,11.91,0.227,0.023,-0.008,0
2024-07-01 16:00:00,M01,0.81,0.529,64.21,12.46,0.224,-0.016,-0.009,0
2024-07-01 16:01:00,M01,0.826,0.524,66.92,12.12,0.111,0.097,-0.01,0
2024-07-01 16:02:00,M01,0.826,0.614,66.0,12.83,0.144,-0.082,-0.011,0
2024-07-01 16:03:00,M01,0.721,0.611,65.16,13.05,0.185,-0.054,-0.012,0
2024-07-01 16:04:00,M01,1.112,0.978,77.02,16.23,0.27,0.079,-0.013,1
2024-07-01 16:05:00,M01,0.782,0.666,64.21,12.26,0.153,0.05,-0.014,0
2024-07-01 16:06:00,M01,0.812,0.631,67.08,11.44,0.22,0.076,-0.015,0
2024-07-01 16:07:00,M01,1.177,0.989,79.42,14.65,0.28,-0.023,-0.016,1
2024-07-01 16:08:00,M01,0.761,0.62,62.14,12.13,0.199,0.055,-0.016,0
2024-07-01 16:09:00,M01,0.911,0.614,64.18,11.0,0.25,-0.107,-0.017,0
2024-07-01 16:10:00,M01,0.813,0.649,64.78,12.21,0.218,0.023,-0.018,0
2024-07-01 16:11:00,M01,0.726,0.654,66.64,11.86,0.197,-0.062,-0.019,0
2024-07-01 16:12:00,M01,0.843,0.621,66.37,11.6,0.219,0.115,-0.02,0
2024-07-01 16:13:00,M01,0.823,0.619,65.03,12.29,0.156,-0.018,-0.021,0
2024-07-01 16:14:00,M01,1.318,0.992,75.68,14.9,0.338,0.088,-0.022,1
2024-07-01 16:15:00,M01,1.27,0.965,77.47,14.49,0.128,-0.031,-0.023,1
2024-07-01 16:16:00,M01,0.782,0.656,66.49,11.59,0.095,-0.064,-0.024,0
2024-07-01 16:17:00,M01,0.898,0.571,63.87,13.0,0.144,0.023,-0.025,0
2024-07-01 16:18:00,M01,0.781,0.658,62.96,11.68,0.107,-0.08,-0.026,0
2024-07-01 16:19:00,M01,1.196,1.071,78.83,13.55,0.334,0.037,-0.026,1
2024-07-01 16:20:00,M01,1.122,0.908,79.03,15.84,0.169,-0.06,-0.027,1
2024-07-01 16:21:00,M01,0.766,0.643,65.67,12.74,0.118,-0.068,-0.028,0
2024-07-01 16:22:00,M01,0.826,0.551,65.93,12.9,0.145,-0.08,-0.029,0
2024-07-01 16:23:00,M01,0.829,0.609,61.13,11.88,0.152,-0.001,-0.03,0
2024-07-01 16:24:00,M01,0.846,0.573,64.99,11.98,0.11,0.003,-0.03,0
2024-07-01 16:25:00,M01,0.766,0.569,60.94,12.59,0.152,-0.012,-0.031,0
2024-07-01 16:26:00,M01,0.803,0.617,63.14,12.09,0.156,-0.115,-0.032,0
2024-07-01 16:27:00,M01,0.723,0.611,60.69,12.54,0.116,0.045,-0.033,0
2024-07-01 16:28:00,M01,0.78,0.607,67.63,12.18,0.113,0.013,-0.034,0
2024-07-01 16:29:00,M01,1.253,0.864,72.7,15.5,0.21,0.071,-0.034,1
2024-07-01 16:30:00,M01,0.794,0.627,64.89,12.17,0.216,0.101,-0.035,0
2024-07-01 16:31:00,M01,0.735,0.619,66.01,11.49,0.144,0.111,-0.036,0
2024-07-01 16:32:00,M01,0.756,0.655,64.99,12.01,0.227,-0.01,-0.036,0
2024-07-01 16:33:00,M01,0.82,0.599,65.25,12.73,0.208,-0.066,-0.037,0
2024-07-01 16:34:00,M01,0.704,0.545,64.66,11.47,0.088,0.044,-0.038,0
2024-07-01 16:35:00,M01,0.875,0.594,64.78,12.78,0.091,0.031,-0.038,0
2024-07-01 16:36:00,M01,0.778,0.568,62.73,11.89,0.193,-0.109,-0.039,0
2024-07-01 16:37:00,M01,1.11,0.793,79.2,14.51,0.252,0.101,-0.04,1
2024-07-01 16:38:00,M01,0.717,0.658,65.2,11.86,0.145,0.056,-0.04,0
2024-07-01 16:39:00,M01,1.193,0.821,75.81,14.62,0.132,-0.032,-0.041,1
2024-07-01 16:40:00,M01,0.751,0.564,65.11,11.48,0.135,-0.039,-0.041,0
2024-07-01 16:41:00,M01,0.859,0.578,70.25,12.15,0.15,-0.027,-0.042,0
2024-07-01 16:42:00,M01,0.717,0.567,69.79,12.21,0.08,0.039,-0.042,0
2024-07-01 16:43:00,M01,0.817,0.608,61.01,11.58,0.234,-0.104,-0.043,0
2024-07-01 16:44:00,M01,0.776,0.637,61.85,12.02,0.134,0.087,-0.044,0
2024-07-01 16:45:00,M01,0.806,0.55,64.98,12.69,0.12,-0.023,-0.044,0
2024-07-01 16:46:00,M01,0.859,0.602,63.2,11.66,0.229,-0.072,-0.044,0
2024-07-01 16:47:00,M01,0.869,0.633,65.87,12.74,0.122,0.034,-0.045,0
2024-07-01 16:48:00,M01,1.285,0.926,78.08,13.81,0.161,0.057,-0.045,1
2024-07-01 16:49:00,M01,1.245,0.989,74.52,15.88,0.337,0.187,-0.046,1
2024-07-01 16:50:00,M01,0.8,0.562,65.71,11.81,0.177,0.018,-0.046,0
2024-07-01 16:51:00,M01,1.252,0.807,77.89,15.41,0.157,0.137,-0.047,1
2024-07-01 16:52:00,M01,0.831,0.609,66.62,11.71,0.112,0.103,-0.047,0
2024-07-01 16:53:00,M01,0.738,0.553,67.83,11.83,0.207,-0.053,-0.047,0
2024-07-01 16:54:00,M01,0.844,0.612,65.85,12.06,0.206,-0.026,-0.048,0
2024-07-01 16:55:00,M01,0.764,0.529,67.23,12.7,0.154,-0.041,-0.048,0
2024-07-01 16:56:00,M01,0.888,0.638,65.57,11.51,0.214,-0.046,-0.048,0
2024-07-01 16:57:00,M01,0.847,0.603,64.34,11.17,0.239,0.0,-0.048,0
2024-07-01 16:58:00,M01,0.836,0.663,64.5,12.59,0.123,0.119,-0.049,0
2024-07-01 16:59:00,M01,0.795,0.668,64.87,12.91,0.181,0.061,-0.049,0
2024-07-01 17:00:00,M01,0.778,0.521,65.94,11.41,0.118,-0.015,-0.049,0
2024-07-01 17:01:00,M01,0.786,0.577,64.69,11.81,0.135,-0.046,-0.049,0
2024-07-01 17:02:00,M01,0.736,0.618,62.55,12.01,0.15,0.006,-0.049,0
2024-07-01 17:03:00,M01,0.866,0.551,67.59,11.89,0.177,0.047,-0.05,0
2024-07-01 17:04:00,M01,0.765,0.565,65.38,11.6,0.101,0.009,-0.05,0
2024-07-01 17:05:00,M01,0.856,0.583,65.83,11.66,0.212,0.069,-0.05,0
2024-07-01 17:06:00,M01,0.861,0.651,63.57,11.88,0.111,0.042,-0.05,0
2024-07-01 17:07:00,M01,0.753,0.557,66.48,12.11,0.185,0.09,-0.05,0
2024-07-01 17:08:00,M01,0.891,0.63,64.35,12.86,0.251,-0.065,-0.05,0
2024-07-01 17:09:00,M01,1.184,0.929,76.58,16.19,0.348,0.096,-0.05,1
2024-07-01 17:10:00,M01,0.732,0.591,65.37,12.6,0.087,0.006,-0.05,0
2024-07-01 17:11:00,M01,0.755,0.571,66.66,11.9,0.151,0.103,-0.05,0
2024-07-01 17:12:00,M01,0.787,0.588,66.24,12.55,0.148,0.022,-0.05,0
2024-07-01 17:13:00,M01,0.83,0.647,63.51,11.4,0.151,0.056,-0.05,0
2024-07-01 17:14:00,M01,0.86,0.519,66.88,11.91,0.092,0.066,-0.05,0
2024-07-01 17:15:00,M01,0.795,0.589,64.21,11.06,0.085,-0.086,-0.05,0
2024-07-01 17:16:00,M01,0.768,0.619,66.74,11.96,0.198,-0.072,-0.05,0
2024-07-01 17:17:00,M01,1.405,0.834,80.62,16.17,0.229,-0.123,-0.049,1
2024-07-01 17:18:00,M01,0.834,0.609,67.21,11.51,0.193,-0.015,-0.049,0
2024-07-01 17:19:00,M01,0.811,0.576,66.0,11.29,0.102,-0.089,-0.049,0
2024-07-01 17:20:00,M01,0.767,0.626,63.73,11.32,0.164,-0.057,-0.049,0
2024-07-01 17:21:00,M01,0.798,0.6,62.77,11.72,0.178,0.015,-0.049,0
2024-07-01 17:22:00,M01,0.841,0.726,65.09,11.28,0.226,-0.101,-0.049,0
2024-07-01 17:23:00,M01,0.749,0.624,64.71,11.88,0.127,-0.052,-0.048,0
2024-07-01 17:24:00,M01,0.72,0.656,65.42,12.53,0.095,-0.055,-0.048,0
2024-07-01 17:25:00,M01,0.853,0.731,63.56,11.75,0.176,-0.012,-0.048,0
2024-07-01 17:26:00,M01,0.844,0.622,66.1,12.4,0.192,-0.122,-0.047,0
2024-07-01 17:27:00,M01,0.746,0.552,65.51,12.24,0.089,0.076,-0.047,0
2024-07-01 17:28:00,M01,0.809,0.489,63.99,12.57,0.166,0.001,-0.047,0
2024-07-01 17:29:00,M01,0.743,0.607,62.61,11.62,0.113,0.083,-0.046,0
2024-07-01 17:30:00,M01,0.813,0.649,65.94,11.63,0.129,-0.068,-0.046,0
2024-07-01 17:31:00,M01,0.747,0.664,65.67,11.07,0.145,0.101,-0.046,0
2024-07-01 17:32:00,M01,0.813,0.536,66.75,11.95,0.131,0.067,-0.045,0
2024-07-01 17:33:00,M01,0.813,0.583,62.14,11.54,0.206,0.017,-0.045,0
2024-07-01 17:34:00,M01,0.77,0.637,66.17,11.51,0.133,-0.017,-0.044,0
2024-07-01 17:35:00,M01,1.291,0.996,76.75,15.31,0.236,0.065,-0.044,1
2024-07-01 17:36:00,M01,0.855,0.585,64.56,11.74,0.193,-0.006,-0.043,0
2024-07-01 17:37:00,M01,0.726,0.598,65.27,10.83,0.213,0.091,-0.043,0
2024-07-01 17:38:00,M01,0.782,0.557,64.52,12.22,0.094,0.008,-0.042,0
2024-07-01 17:39:00,M01,0.8,0.605,62.75,11.81,0.164,-0.011,-0.042,0
2024-07-01 17:40:00,M01,0.836,0.578,63.39,11.51,0.163,-0.106,-0.041,0
2024-07-01 17:41:00,M01,1.273,0.949,73.5,15.66,0.292,0.145,-0.041,1
2024-07-01 17:42:00,M01,0.801,0.645,62.79,11.61,0.205,0.063,-0.04,0
2024-07-01 17:43:00,M01,0.838,0.613,65.31,11.36,0.219,-0.038,-0.039,0
2024-07-01 17:44:00,M01,0.728,0.577,60.68,12.09,0.167,-0.077,-0.039,0
2024-07-01 17:45:00,M01,0.798,0.679,63.65,12.76,0.21,0.013,-0.038,0
2024-07-01 17:46:00,M01,0.774,0.541,67.03,12.43,0.09,-0.062,-0.037,0
2024-07-01 17:47:00,M01,0.888,0.672,62.28,12.77,0.113,-0.13,-0.037,0
2024-07-01 17:48:00,M01,0.723,0.686,65.22,11.54,0.152,0.038,-0.036,0
2024-07-01 17:49:00,M01,0.886,0.685,64.63,11.59,0.191,0.051,-0.035,0
2024-07-01 17:50:00,M01,1.28,0.887,74.26,14.38,0.369,-0.169,-0.035,1
2024-07-01 17:51:00,M01,0.81,0.654,67.58,12.36,0.144,-0.112,-0.034,0
2024-07-01 17:52:00,M01,1.26,0.939,77.81,13.91,0.367,0.036,-0.033,1
